z_threshold,20,30,45,60
1.5,-4.155,-3.908,-3.637,-3.864
2.0,-2.609,-2.74,-2.807,-2.733
2.5,-1.759,-2.026,-2.272,-2.24
3.0,-0.991,-1.44,-1.478,-1.4
