z_threshold,20,30,45,60
1.5,-1.41,-0.859,-0.378,-0.751
2.0,0.434,-0.02,-0.782,-0.545
2.5,0.435,1.055,-0.318,0.038
3.0,0.535,0.583,-0.633,0.144
