z_threshold,20,30,45,60
1.5,-0.56,0.352,-0.645,-0.769
2.0,-0.15,-0.37,-1.061,-0.735
2.5,-0.874,-0.474,-0.938,-1.003
3.0,-0.48,-0.72,-1.106,-0.93
