z_threshold,20,30,45,60
1.5,-0.44,-0.463,-0.668,-0.498
2.0,0.001,-0.277,-1.011,-0.309
2.5,0.152,0.267,-0.539,-0.546
3.0,-0.419,0.062,0.024,-0.17
