pair,direction,entry_date,exit_date,entry_price1,entry_price2,exit_price1,exit_price2,entry_zscore,exit_zscore,notional,hold_days,gross_pnl,total_costs,net_pnl,exit_reason
IEF_GOVT,SHORT_L1,2021-05-25,2021-06-01,100.0994,23.2956,99.7844,23.2445,1.562,-0.124,400000.0,7,1074.62,449.03,625.59,reversion
IEF_GOVT,LONG_L1,2021-06-16,2021-06-28,99.9415,23.3063,100.6138,23.4033,-2.907,0.087,400000.0,12,2170.83,449.03,1721.8,reversion
IEF_GOVT,SHORT_L1,2021-07-27,2021-08-02,102.7688,23.7221,103.281,23.8308,1.669,0.018,400000.0,6,-1407.76,449.03,-1856.79,reversion
IEF_GOVT,LONG_L1,2021-08-05,2021-08-06,102.9051,23.7866,102.3019,23.6629,-1.706,0.291,400000.0,1,-1642.5,449.03,-2091.53,reversion
IEF_GOVT,LONG_L1,2021-08-20,2021-09-02,102.739,23.7601,102.5905,23.7451,-1.789,-0.212,400000.0,13,-502.74,449.03,-951.77,reversion
IEF_GOVT,SHORT_L1,2021-11-15,2021-11-22,100.0101,23.3397,99.8787,23.3397,1.58,-0.27,400000.0,7,525.64,449.03,76.61,reversion
IEF_GOVT,SHORT_L1,2021-12-08,2021-12-22,100.7875,23.4477,101.3978,23.5311,2.222,0.267,363348.24,14,-1818.97,407.84,-2226.81,reversion
IEF_GOVT,SHORT_L1,2022-02-11,2022-02-16,97.6131,22.7612,96.8489,22.6368,2.287,-0.278,200000.0,5,1281.32,224.37,1056.96,reversion
IEF_GOVT,SHORT_L1,2023-05-09,2023-05-16,89.2173,21.1765,89.1903,21.1765,1.543,0.047,294557.83,7,89.3,330.56,-241.26,reversion
IEF_GOVT,SHORT_L1,2023-09-21,2023-09-28,83.8372,20.3109,83.3729,20.2375,3.163,0.189,400000.0,7,1693.74,449.03,1244.71,reversion
IEF_GOVT,LONG_L1,2023-10-24,2023-10-27,82.2035,20.0709,82.2308,20.0617,-1.964,0.243,293368.16,3,145.39,329.22,-183.83,reversion
IEF_GOVT,LONG_L1,2023-10-26,2023-10-27,82.103,20.0617,82.2308,20.0617,-1.917,0.243,283409.52,1,441.15,318.03,123.12,reversion
IEF_GOVT,LONG_L1,2023-11-02,2023-11-08,83.2381,20.2621,84.2085,20.4466,-1.873,-0.086,276300.08,6,2329.25,310.05,2019.21,reversion
IEF_GOVT,SHORT_L1,2023-12-20,2023-12-28,88.7708,21.3308,88.9549,21.4049,2.583,-0.191,339140.18,8,-370.05,380.64,-750.69,reversion
IEF_GOVT,SHORT_L1,2024-01-30,2024-02-14,88.062,21.2102,86.6445,20.9803,1.577,-0.68,400000.0,15,5203.92,449.03,4754.89,max_hold
IEF_GOVT,LONG_L1,2024-07-16,2024-07-23,89.0203,21.5174,88.5427,21.4138,-1.662,0.136,400000.0,7,-1562.68,449.03,-2011.71,reversion
IEF_GOVT,SHORT_L1,2024-07-30,2024-08-05,89.3012,21.5456,91.8341,22.0571,1.667,-0.135,400000.0,6,-8491.52,449.03,-8940.55,reversion
IEF_GOVT,LONG_L1,2024-08-30,2024-09-03,91.1673,21.9438,91.7682,22.0507,-1.575,0.245,372256.0,4,1930.48,417.85,1512.62,reversion
IEF_GOVT,LONG_L1,2024-09-04,2024-09-05,92.3052,22.1738,92.5218,22.2117,-1.531,-0.243,400000.0,1,742.09,449.03,293.06,reversion
IEF_GOVT,SHORT_L1,2024-09-12,2024-09-13,92.9646,22.2969,93.1436,22.3442,1.992,0.278,400000.0,1,-536.62,449.03,-985.65,reversion
