z_threshold,20,30,45,60
1.5,-1.138,-0.927,-0.927,-0.815
2.0,-0.872,-0.125,-0.923,-0.811
2.5,-0.617,-0.345,-0.556,-0.688
3.0,-0.365,0.0,-0.743,-0.534
